model,tau_steps,tau_minutes,patient_id,precision,recall,f1,f2,tp,fp,fn
patchtst_event,2,10,85214,0.009915014164305942,0.6086956521738867,0.019512195121951192,0.046542553191489214,14,1398,9
patchtst_event,2,10,85215,0.025247971145175813,0.8749999999999726,0.04907975460122691,0.11317704122877885,28,1081,4
patchtst_event,2,10,85216,0.08030592734225614,0.7999999999999924,0.14596003475238897,0.28649386084583806,84,962,21
patchtst_event,2,10,85217,0.029629629629629554,0.6666666666666297,0.056737588652482,0.12578616352201127,12,393,6
patchtst_event,2,10,85218,0.023291925465838473,0.23076923076922723,0.04231311706629043,0.08296460176991105,15,629,50
patchtst_event,2,10,85219,0.003184713375796175,0.9999999999996666,0.006349206349206336,0.015723270440251493,3,939,0
patchtst_event,2,10,85220,0.056216216216216155,0.7999999999999877,0.10505050505050484,0.21940928270042098,52,873,13
patchtst_event,2,10,85221,0.005542359461599362,0.9999999999998571,0.011023622047244077,0.027110766847405012,7,1256,0
patchtst_event,2,10,85222,0.030687830687830656,0.3918918918918866,0.05691854759568193,0.11684125705076505,29,916,45
patchtst_event,2,10,85224,0.017886178861788605,0.5945945945945785,0.034727703235990476,0.07982583454281539,22,1208,15
patchtst_event,3,15,85101,0.008377760853008372,0.9166666666665902,0.016603773584905637,0.040411462160176194,11,1302,1
patchtst_event,3,15,85102,0.0436170212765957,0.7735849056603628,0.08257804632426971,0.17795138888888812,41,899,12
patchtst_event,3,15,85104,0.009565857247976447,0.8666666666666089,0.01892285298398833,0.04580690627202239,13,1346,2
patchtst_event,3,15,85105,0.03246753246753246,0.5902777777777737,0.06154960173787107,0.13306199123356274,85,2533,59
patchtst_event,3,15,85106,0.05026809651474528,0.7731958762886518,0.09439899307740707,0.19946808510638245,75,1417,22
patchtst_event,3,15,85107,0.009108653220559527,0.4999999999999822,0.017891373801916913,0.042449969678592964,14,1523,14
patchtst_event,3,15,85111,0.002377179080824087,0.9999999999996666,0.004743083003952563,0.01177394034536887,3,1259,0
patchtst_event,3,15,85112,0.007658643326039378,0.34999999999998255,0.014989293361884336,0.035211267605633624,7,907,13
patchtst_event,3,15,85116,0.01581325301204818,0.8749999999999636,0.031065088757396404,0.07373595505617953,21,1307,3
patchtst_event,3,15,85117,0.03767897513187639,0.7352941176470481,0.07168458781361998,0.15634771732332664,50,1277,18
patchtst_event,3,15,85118,0.14829268292682915,0.7755102040816287,0.24897624897624862,0.4201216141514638,152,873,44
patchtst_event,3,15,85119,0.0,0.0,0.0,0.0,0,338,26
patchtst_event,3,15,85120,0.0,0.0,0.0,0.0,0,15,12
patchtst_event,3,15,85121,0.020354563361785937,0.6326530612244768,0.03944020356234092,0.09016870273414752,31,1492,18
patchtst_event,3,15,85122,0.01750547045951859,0.9599999999999617,0.03438395415472775,0.08157715839564894,24,1347,1
patchtst_event,3,15,85123,0.06067961165048539,0.8333333333333242,0.11312217194570119,0.23496240601503687,75,1161,15
patchtst_event,3,15,85124,0.02135231316725976,0.5454545454545289,0.04109589041095881,0.09230769230769184,18,825,15
patchtst_event,3,15,85125,0.0,0.0,0.0,0.0,0,455,31
patchtst_event,3,15,85126,0.0,0.0,0.0,0.0,0,721,0
patchtst_event,3,15,85201,0.007978723404255313,0.4285714285714082,0.015665796344647494,0.03712871287128699,9,1119,12
patchtst_event,3,15,85202,0.009632224168126088,0.9999999999999091,0.019080659150043335,0.046374367622259514,11,1131,0
patchtst_event,3,15,85204,0.0163934426229508,0.31707317073169955,0.031175059952038297,0.06792058516196411,13,780,28
patchtst_event,3,15,85207,0.026785714285714263,0.4477611940298441,0.05054759898904794,0.1080691642651293,30,1090,37
patchtst_event,3,15,85208,0.01687116564417177,0.6666666666666464,0.03290949887808522,0.07660167130919195,22,1282,11
patchtst_event,3,15,85209,0.09770687936191416,0.7313432835820841,0.17238346525945442,0.318388564002598,98,905,36
patchtst_event,3,15,85211,0.0009910802775024766,0.029411764705881485,0.0019175455417066115,0.004366812227074217,1,1008,33
patchtst_event,3,15,85214,0.01133144475920679,0.6399999999999745,0.022268615170494055,0.05291005291005273,16,1396,9
patchtst_event,3,15,85215,0.028854824165915217,0.8888888888888642,0.05589519650655012,0.12769353551476406,32,1077,4
patchtst_event,3,15,85216,0.08986615678776283,0.8103448275862,0.16179001721170372,0.31125827814569434,94,952,22
patchtst_event,3,15,85217,0.032098765432098685,0.6499999999999676,0.061176470588235006,0.13402061855669967,13,392,7
patchtst_event,3,15,85218,0.029503105590062063,0.2567567567567533,0.05292479108635082,0.10106382978723348,19,625,55
patchtst_event,3,15,85219,0.003184713375796175,0.7499999999998125,0.006342494714587724,0.01565762004175357,3,939,1
patchtst_event,3,15,85220,0.0648648648648648,0.8219178082191669,0.12024048096192362,0.24650780608052486,60,865,13
patchtst_event,3,15,85221,0.0063341250989707,0.999999999999875,0.012588512981903992,0.030888030888030767,8,1255,0
patchtst_event,3,15,85222,0.03386243386243382,0.39024390243901963,0.06231742940603688,0.12568735271013307,32,913,50
patchtst_event,3,15,85224,0.021138211382113806,0.6190476190476043,0.04088050314465403,0.09298998569384802,26,1204,16
patchtst_event,4,20,85101,0.009900990099009894,0.9285714285713622,0.019593067068575706,0.04747991234477704,13,1300,1
patchtst_event,4,20,85102,0.051063829787233984,0.7868852459016265,0.09590409590409571,0.20270270270270185,48,892,13
patchtst_event,4,20,85104,0.011037527593818977,0.8333333333332871,0.02178649237472764,0.05241090146750506,15,1344,3
patchtst_event,4,20,85105,0.03705118411000763,0.5914634146341428,0.06973400431344352,0.14813683567501507,97,2521,67
patchtst_event,4,20,85106,0.056970509383377985,0.7943925233644786,0.1063164477798623,0.2213541666666661,85,1407,22
patchtst_event,4,20,85107,0.011711125569290819,0.5624999999999823,0.022944550669216034,0.05405405405405389,18,1519,14
patchtst_event,4,20,85111,0.003169572107765449,0.99999999999975,0.006319115323854652,0.015649452269170517,4,1258,0
patchtst_event,4,20,85112,0.0098468271334792,0.39130434782607,0.019210245464247558,0.04473161033797194,9,905,14
patchtst_event,4,20,85116,0.019578313253012035,0.8965517241379002,0.038319823139277766,0.09002770083102463,26,1302,3
patchtst_event,4,20,85117,0.04370761115297661,0.7435897435897341,0.08256227758007106,0.1769371568029281,58,1269,20
patchtst_event,4,20,85118,0.1590243902439023,0.779904306220092,0.26418152350081,0.43793659322944545,163,862,46
patchtst_event,4,20,85119,0.0,0.0,0.0,0.0,0,338,30
patchtst_event,4,20,85120,0.0,0.0,0.0,0.0,0,15,15
patchtst_event,4,20,85121,0.02363755745239657,0.6666666666666543,0.04565630944831953,0.10350776308223086,36,1487,18
patchtst_event,4,20,85122,0.020423048869438354,0.9655172413792771,0.03999999999999995,0.09414929388029558,28,1343,1
patchtst_event,4,20,85123,0.06553398058252423,0.8437499999999912,0.12162162162162146,0.2499999999999993,81,1155,15
patchtst_event,4,20,85124,0.02609727164887304,0.5945945945945785,0.049999999999999885,0.1109989909182638,22,821,15
patchtst_event,4,20,85125,0.0,0.0,0.0,0.0,0,455,35
patchtst_event,4,20,85126,0.0,0.0,0.0,0.0,0,721,0
patchtst_event,4,20,85201,0.009751773049645382,0.4583333333333143,0.019097222222222193,0.04493464052287564,11,1117,13
patchtst_event,4,20,85202,0.011383537653239921,0.9999999999999231,0.022510822510822474,0.05443886097152406,13,1129,0
patchtst_event,4,20,85204,0.018915510718789382,0.31914893617020595,0.03571428571428563,0.07645259938837881,15,778,32
patchtst_event,4,20,85207,0.03214285714285712,0.4736842105263096,0.060200668896320975,0.12640449438202206,36,1084,40
patchtst_event,4,20,85208,0.020705521472392623,0.6923076923076745,0.04020848845867456,0.09246575342465722,27,1277,12
patchtst_event,4,20,85209,0.10667996011964097,0.7229729729729681,0.18592528236316214,0.33542319749216193,107,896,41
patchtst_event,4,20,85211,0.0009910802775024766,0.026315789473683515,0.0019102196752626512,0.004306632213608939,1,1008,37
patchtst_event,4,20,85214,0.012747875354107641,0.666666666666642,0.025017373175816506,0.059210526315789276,18,1394,9
patchtst_event,4,20,85215,0.03246167718665462,0.8999999999999775,0.06266318537858998,0.1418439716312051,36,1073,4
patchtst_event,4,20,85216,0.0994263862332695,0.8188976377952691,0.1773231031543049,0.3346203346203335,104,942,23
patchtst_event,4,20,85217,0.034567901234567815,0.6363636363636075,0.06557377049180296,0.14198782961460302,14,391,8
patchtst_event,4,20,85218,0.03416149068322976,0.268292682926826,0.060606060606060434,0.11316872427983482,22,622,60
patchtst_event,4,20,85219,0.003184713375796175,0.59999999999988,0.006335797254487843,0.01559251559251551,3,939,2
patchtst_event,4,20,85220,0.07135135135135127,0.835443037974673,0.13147410358565711,0.265914585012086,66,859,13
patchtst_event,4,20,85221,0.007125890736342038,0.9999999999998889,0.014150943396226396,0.034642032332563376,9,1254,0
patchtst_event,4,20,85222,0.037037037037037,0.38888888888888457,0.06763285024154576,0.13409961685823704,35,910,55
patchtst_event,4,20,85224,0.024390243902439008,0.6382978723404119,0.04698512137823015,0.10578279266572602,30,1200,17
patchtst_event,5,25,85101,0.011424219345011416,0.9374999999999415,0.02257336343115121,0.054466230936818974,15,1298,1
patchtst_event,5,25,85102,0.057446808510638235,0.7826086956521626,0.10703666997026738,0.22203947368420962,54,886,15
patchtst_event,5,25,85104,0.012509197939661508,0.809523809523771,0.024637681159420256,0.05890505890505872,17,1342,4
patchtst_event,5,25,85105,0.0416348357524828,0.5956284153005432,0.07782934666190641,0.16268656716417887,109,2509,74
patchtst_event,5,25,85106,0.06367292225201068,0.8119658119658051,0.11808576755748898,0.2423469387755096,95,1397,22
patchtst_event,5,25,85107,0.014313597918022112,0.6111111111110941,0.027972027972027934,0.06543723973825084,22,1515,14
patchtst_event,5,25,85111,0.003961965134706812,0.9999999999997999,0.007892659826361474,0.019500780031201176,5,1257,0
patchtst_event,5,25,85112,0.013129102844638935,0.4615384615384438,0.025531914893616968,0.05893909626719027,12,902,14
patchtst_event,5,25,85116,0.02334337349397589,0.911764705882326,0.045521292217327404,0.10587431693989036,31,1297,3
patchtst_event,5,25,85117,0.0489826676714393,0.7386363636363553,0.09187279151943449,0.19356759976176238,65,1262,23
patchtst_event,5,25,85118,0.16975609756097546,0.7837837837837802,0.27906976744186,0.4547830632514364,174,851,48
patchtst_event,5,25,85119,0.0,0.0,0.0,0.0,0,338,34
patchtst_event,5,25,85120,0.0,0.0,0.0,0.0,0,15,18
patchtst_event,5,25,85121,0.026920551543007206,0.6949152542372763,0.05183312262958274,0.11654349061966993,41,1482,18
patchtst_event,5,25,85122,0.023340627279358116,0.9696969696969403,0.04558404558404552,0.10645375914836958,32,1339,1
patchtst_event,5,25,85123,0.06957928802588992,0.8514851485148431,0.1286462228870604,0.26219512195121875,86,1150,15
patchtst_event,5,25,85124,0.03084223013048632,0.6341463414633991,0.058823529411764566,0.12909632571995963,26,817,15
patchtst_event,5,25,85125,0.0,0.0,0.0,0.0,0,455,39
patchtst_event,5,25,85126,0.0,0.0,0.0,0.0,0,721,0
patchtst_event,5,25,85201,0.011524822695035452,0.4814814814814637,0.022510822510822474,0.05258899676375384,13,1115,14
patchtst_event,5,25,85202,0.013134851138353755,0.9999999999999333,0.02592912705272252,0.06239600665557378,15,1127,0
